SRR8287990,WGS,200,33779011200,SAMN10524912,13993217601,UNIVERSITY OF CALIFORNIA IRVINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5102697,Illumina HiSeq 4000,BW_1,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2019-10-01T00:00:00Z,Peromyscus maniculatus bairdii,SRP172773,PRJNA508550,Model organism or animal,male,bairdii,liver,Adult,,,,BW Stock,
SRR452642,WGS,387,237270919,SAMN00848614,620750164,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134952,454 GS FLX Titanium,4WG_PMAN.00_000pK,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452643,WGS,382,194740397,SAMN00848614,507411362,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134990,454 GS FLX Titanium,4WG_PMAN.00_000pL,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452644,WGS,381,202823178,SAMN00848614,539416780,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134990,454 GS FLX Titanium,4WG_PMAN.00_000pL,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452645,WGS,433,310525755,SAMN00848614,797950359,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134986,454 GS FLX Titanium,4WG_PMAN.00_001pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452646,WGS,425,258289420,SAMN00848614,661016185,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134986,454 GS FLX Titanium,4WG_PMAN.00_001pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452647,WGS,505,366422026,SAMN00848614,885355190,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134958,454 GS FLX Titanium,4WG_PMAN.00_000pG,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452648,WGS,506,364179546,SAMN00848614,879528657,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134958,454 GS FLX Titanium,4WG_PMAN.00_000pG,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452649,WGS,456,324687043,SAMN00848614,798102502,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452650,WGS,516,305069170,SAMN00848614,715481717,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134970,454 GS FLX Titanium,4WG_PMAN.00_000pH,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452651,WGS,516,288070449,SAMN00848614,679694844,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134970,454 GS FLX Titanium,4WG_PMAN.00_000pH,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452652,WGS,470,327920618,SAMN00848614,795921146,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134973,454 GS FLX Titanium,4WG_PMAN.00_002pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452653,WGS,466,323337419,SAMN00848614,787928201,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134973,454 GS FLX Titanium,4WG_PMAN.00_002pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452654,WGS,461,325162359,SAMN00848614,786256670,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452655,WGS,457,306620080,SAMN00848614,751718542,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452656,WGS,458,318463612,SAMN00848614,783459970,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452657,WGS,457,289525463,SAMN00848614,699467127,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134962,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452658,WGS,458,277929521,SAMN00848614,672008596,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134962,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452659,WGS,493,243048705,SAMN00848614,592937184,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134949,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452660,WGS,497,240478318,SAMN00848614,587827256,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134949,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452661,WGS,427,258795080,SAMN00848614,660976387,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134986,454 GS FLX Titanium,4WG_PMAN.00_001pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452662,WGS,484,273989945,SAMN00848614,664806447,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452663,WGS,477,286336981,SAMN00848614,695630577,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452664,WGS,458,279235199,SAMN00848614,688062661,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452665,WGS,474,292733620,SAMN00848614,727566497,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452666,WGS,472,308951071,SAMN00848614,748832853,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134974,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452667,WGS,465,313642406,SAMN00848614,762208568,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134974,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452668,WGS,451,268932966,SAMN00848614,673971529,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452669,WGS,454,263505934,SAMN00848614,664433216,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452670,WGS,464,292681801,SAMN00848614,729422403,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452671,WGS,471,270022173,SAMN00848614,671810390,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452672,WGS,458,293709506,SAMN00848614,726144957,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134988,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452673,WGS,460,275503887,SAMN00848614,682364598,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134988,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452674,WGS,443,250409572,SAMN00848614,623109823,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452675,WGS,442,248764443,SAMN00848614,629012473,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452676,WGS,460,326079564,SAMN00848614,795899388,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452677,WGS,465,297605282,SAMN00848614,726092613,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452678,WGS,442,294198950,SAMN00848614,728980833,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452679,WGS,441,282471067,SAMN00848614,705069367,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452680,WGS,442,286857484,SAMN00848614,712187586,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134971,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452681,WGS,445,224049183,SAMN00848614,573321876,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134971,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452682,WGS,469,243203064,SAMN00848614,600657257,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134980,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452683,WGS,457,282151536,SAMN00848614,690676548,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452684,WGS,458,252052029,SAMN00848614,620124913,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452685,WGS,462,282963840,SAMN00848614,685800719,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452686,WGS,487,227484644,SAMN00848614,553243394,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134949,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452687,WGS,490,232309926,SAMN00848614,565936117,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134949,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452688,WGS,465,236587937,SAMN00848614,584704632,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134988,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452689,WGS,458,265112285,SAMN00848614,661589383,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134988,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452690,WGS,453,318555100,SAMN00848614,812749430,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452691,WGS,454,302141194,SAMN00848614,772966264,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452692,WGS,462,294432929,SAMN00848614,715387805,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452693,WGS,466,285662795,SAMN00848614,694269901,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452694,WGS,402,239629813,SAMN00848614,608785281,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452695,WGS,404,217878199,SAMN00848614,559132883,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452696,WGS,451,239657674,SAMN00848614,589286126,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134959,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452697,WGS,453,240294945,SAMN00848614,595411371,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134959,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452698,WGS,447,260508609,SAMN00848614,646980888,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452699,WGS,446,252858299,SAMN00848614,630059408,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452700,WGS,458,247630436,SAMN00848614,611205765,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452701,WGS,459,240356353,SAMN00848614,595810215,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452702,WGS,432,232507770,SAMN00848614,580915477,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452703,WGS,431,248325047,SAMN00848614,620057975,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452704,WGS,448,272806642,SAMN00848614,664071030,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452705,WGS,449,278811968,SAMN00848614,682618553,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452706,WGS,433,190109745,SAMN00848614,457395922,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452707,WGS,460,305066214,SAMN00848614,753784613,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452708,WGS,469,282962797,SAMN00848614,707641124,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452709,WGS,458,207694210,SAMN00848614,518482574,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452710,WGS,459,282435550,SAMN00848614,691231544,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452711,WGS,458,302194397,SAMN00848614,736819312,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452712,WGS,455,354436802,SAMN00848614,876524196,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452713,WGS,460,315893253,SAMN00848614,778089803,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452714,WGS,485,221645461,SAMN00848614,538450638,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134949,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
