SRR1970797,WGS,PRJNA280802,SAMN03466619,UNIVERSITY OF POTSDAM,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX992579,Illumina HiSeq 2000,LPA_placenta--SG,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-04-10T00:00:00Z,LPA_placenta,SRP057047,,,,,,,,,,,,200,392390800,252808424,,,,,not collected,J.Fickel,Model organism or animal,NA,not collected,tissue (placenta)
ERR1255588,WGS,PRJEB12609,SAMEA3862504,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sra,fastq","ena,ncbi,gs,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERX1327197,Illumina HiSeq 2000,818A-J,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-02-11T00:00:00Z,SAMEA3862504,ERP014100,LYNX10,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049638,ERS1049638,Lynx pardinus DNA,200,19387283000,12976067200,Jub gDNA sample,,B991,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255589,WGS,PRJEB12609,SAMEA3862504,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sra,fastq","ena,s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,ena",ERX1327198,Illumina HiSeq 2000,818A-K,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-02-11T00:00:00Z,SAMEA3862504,ERP014100,LYNX10,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049638,ERS1049638,Lynx pardinus DNA,200,18078031000,12058765319,Jub gDNA sample,,B991,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255590,WGS,PRJEB12609,SAMEA3862504,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"fastq,unknown_contigs,sra","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERX1327199,Illumina HiSeq 2000,818A-K,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-02-11T00:00:00Z,SAMEA3862504,ERP014100,LYNX10,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049638,ERS1049638,Lynx pardinus DNA,200,18075652200,12049535423,Jub gDNA sample,,B991,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255591,WGS,PRJEB12609,SAMEA3862505,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sra,fastq","s3,ena,gs,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",ERX1327200,Illumina HiSeq 2000,819A-J,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-02-11T00:00:00Z,SAMEA3862505,ERP014100,LYNX11,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049639,ERS1049639,Lynx pardinus DNA,200,19716506600,13217345319,Jeme gDNA sample,,B992,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255592,WGS,PRJEB12609,SAMEA3862505,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"fastq,sra","gs,ncbi,ena,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERX1327201,Illumina HiSeq 2000,819A-J,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-02-11T00:00:00Z,SAMEA3862505,ERP014100,LYNX11,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049639,ERS1049639,Lynx pardinus DNA,200,19550795600,13094418388,Jeme gDNA sample,,B992,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255593,WGS,PRJEB12609,SAMEA3862505,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERX1327202,Illumina HiSeq 2000,819A-L,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-02-11T00:00:00Z,SAMEA3862505,ERP014100,LYNX11,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049639,ERS1049639,Lynx pardinus DNA,200,20054674400,13521289783,Jeme gDNA sample,,B992,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255594,WGS,PRJEB12609,SAMEA3862505,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",ERX1327203,Illumina HiSeq 2000,819A-L,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-02-11T00:00:00Z,SAMEA3862505,ERP014100,LYNX11,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049639,ERS1049639,Lynx pardinus DNA,200,21579440200,14682162550,Jeme gDNA sample,,B992,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255743,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sff,sra,unknown_contigs","ncbi,gs,ena,s3","s3.us-east-1,gs.US,ena,ncbi.public",ERX1327352,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,442,280606225,705952805,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255744,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sff,unknown_contigs,sra","ena,gs,s3,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",ERX1327353,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,447,268278230,683664660,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255745,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sff,unknown_contigs,sra","s3,ena,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERX1327354,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,429,279575609,714824129,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255746,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sff,sra,unknown_contigs","ena,ncbi,s3,gs","s3.us-east-1,ena,gs.US,ncbi.public",ERX1327355,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,432,260659406,672419651,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255747,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"sra,sff,unknown_contigs","ncbi,ena,gs,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERX1327356,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,434,257842958,677341904,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255748,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"unknown_contigs,sff,sra","gs,ena,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERX1327357,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,434,263128213,682496147,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255749,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"unknown_contigs,sff,sra","gs,s3,ena,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",ERX1327358,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,438,263374664,679327267,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1255750,WGS,PRJEB12609,SAMEA3862495,CENTRO NACIONAL DE ANÁLISIS GENÓMICO,public,"unknown_contigs,sff,sra","ena,s3,ncbi,gs","gs.US,ena,ncbi.public,s3.us-east-1",ERX1327359,454 GS FLX Titanium,22422,SINGLE,RANDOM,GENOMIC,Lynx pardinus,LS454,2016-02-11T00:00:00Z,SAMEA3862495,ERP014100,LYNX1,ERC000011,2016-02-10,2018-11-16,CNAG,2016-02-10T17:01:55Z,2016-02-02T12:12:20Z,public,ERS1049629,ERS1049629,Lynx pardinus DNA,439,276359767,702125932,Candiles gDNA sample,,A001,"Sierra de And?jar Natural Park\, Sierra Morena\, Spain",,,,,,
ERR1653719,WGS,PRJEB15462,SAMEA4461111,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,s3,ncbi,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERX1724035,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461111,ERP017222,1259-UB-10-2006,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360290,ERS1360290,Lynx pardinus whole mitogenome,94,116618,137223,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653720,WGS,PRJEB15462,SAMEA4461112,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,s3,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERX1724036,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461112,ERP017222,1842-2-26-1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360291,ERS1360291,Lynx pardinus whole mitogenome,62,310221,265108,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653721,WGS,PRJEB15462,SAMEA4461113,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724037,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461113,ERP017222,1846-6-1-22,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360292,ERS1360292,Lynx pardinus whole mitogenome,72,1069351,459409,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653722,WGS,PRJEB15462,SAMEA4461114,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724038,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461114,ERP017222,1855-12-24-274,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360293,ERS1360293,Lynx pardinus whole mitogenome,69,1122469,479817,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653723,WGS,PRJEB15462,SAMEA4461115,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,gs,ncbi,s3","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724039,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461115,ERP017222,1872-10-26-1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360294,ERS1360294,Lynx pardinus whole mitogenome,66,760650,515158,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653724,WGS,PRJEB15462,SAMEA4461116,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ena,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERX1724040,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461116,ERP017222,1872-10-26-2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360295,ERS1360295,Lynx pardinus whole mitogenome,66,635137,444815,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653725,WGS,PRJEB15462,SAMEA4461117,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,gs,ena,s3","gs.US,ncbi.public,s3.us-east-1,ena",ERX1724041,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461117,ERP017222,1874-9-4-1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360296,ERS1360296,Lynx pardinus whole mitogenome,69,1051766,456494,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653726,WGS,PRJEB15462,SAMEA4461118,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERX1724042,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461118,ERP017222,1903-3-16-1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360297,ERS1360297,Lynx pardinus whole mitogenome,117,314144,277669,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653727,WGS,PRJEB15462,SAMEA4461119,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724043,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461119,ERP017222,1904-12-12-1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360298,ERS1360298,Lynx pardinus whole mitogenome,106,726358,513415,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653728,WGS,PRJEB15462,SAMEA4461120,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERX1724044,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461120,ERP017222,1907-6-4-2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:43Z,public,ERS1360299,ERS1360299,Lynx pardinus whole mitogenome,107,878158,590566,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653729,WGS,PRJEB15462,SAMEA4461121,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ncbi,s3,ena","s3.us-east-1,ncbi.public,gs.US,ena",ERX1724045,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461121,ERP017222,1908-3-8-2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360300,ERS1360300,Lynx pardinus whole mitogenome,135,1621,88347,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653730,WGS,PRJEB15462,SAMEA4461122,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,s3,gs,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERX1724046,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461122,ERP017222,1908-3-8-3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360301,ERS1360301,Lynx pardinus whole mitogenome,93,6101,90974,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653731,WGS,PRJEB15462,SAMEA4461123,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,gs,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724047,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461123,ERP017222,273-4-A85,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360302,ERS1360302,Lynx pardinus whole mitogenome,70,121027,153944,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653732,WGS,PRJEB15462,SAMEA4461124,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,s3,gs,ena","ena,s3.us-east-1,gs.US,ncbi.public",ERX1724048,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461124,ERP017222,A595864,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360303,ERS1360303,Lynx pardinus whole mitogenome,85,1277251,535863,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653733,WGS,PRJEB15462,SAMEA4461125,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ena,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",ERX1724049,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461125,ERP017222,AB1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360304,ERS1360304,Lynx pardinus whole mitogenome,100,335041,279303,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653734,WGS,PRJEB15462,SAMEA4461126,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,ncbi,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERX1724050,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461126,ERP017222,AB2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360305,ERS1360305,Lynx pardinus whole mitogenome,125,124301,170466,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653735,WGS,PRJEB15462,SAMEA4461127,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ncbi,ena,gs","ena,gs.US,ncbi.public,s3.us-east-1",ERX1724051,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461127,ERP017222,C15-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360306,ERS1360306,Lynx pardinus whole mitogenome,56,505824,268684,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653736,WGS,PRJEB15462,SAMEA4461128,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ena,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724052,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461128,ERP017222,C16-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360307,ERS1360307,Lynx pardinus whole mitogenome,65,869060,456947,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653737,WGS,PRJEB15462,SAMEA4461129,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ena,ncbi,s3","s3.us-east-1,gs.US,ena,ncbi.public",ERX1724053,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461129,ERP017222,C18-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360308,ERS1360308,Lynx pardinus whole mitogenome,63,530282,277734,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653738,WGS,PRJEB15462,SAMEA4461130,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,s3,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724054,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461130,ERP017222,C19-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360309,ERS1360309,Lynx pardinus whole mitogenome,58,761572,356757,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653739,WGS,PRJEB15462,SAMEA4461131,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERX1724055,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461131,ERP017222,C23-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360310,ERS1360310,Lynx pardinus whole mitogenome,78,1467937,601838,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653740,WGS,PRJEB15462,SAMEA4461132,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,s3,ncbi,gs","ncbi.public,ena,s3.us-east-1,gs.US",ERX1724056,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461132,ERP017222,C24-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360311,ERS1360311,Lynx pardinus whole mitogenome,56,530861,276498,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653741,WGS,PRJEB15462,SAMEA4461133,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ena,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,ena",ERX1724057,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461133,ERP017222,C25-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360312,ERS1360312,Lynx pardinus whole mitogenome,104,293170,271973,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653742,WGS,PRJEB15462,SAMEA4461134,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,s3,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",ERX1724058,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461134,ERP017222,C26-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360313,ERS1360313,Lynx pardinus whole mitogenome,106,372948,319891,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653743,WGS,PRJEB15462,SAMEA4461135,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ena,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724059,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461135,ERP017222,C27-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360314,ERS1360314,Lynx pardinus whole mitogenome,126,120453,165911,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
